data,0-9 anni,10-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2020-06-28,7.142857142857143,12.571428571428571,29.142857142857142,27.0,31.857142857142858,25.571428571428573,18.142857142857142,14.571428571428571,13.0,4.428571428571429
2020-06-29,7.571428571428571,13.571428571428571,31.428571428571427,29.0,31.857142857142858,25.428571428571427,19.857142857142858,14.714285714285714,13.571428571428571,4.571428571428571
2020-06-30,8.285714285714286,14.714285714285714,31.285714285714285,32.857142857142854,36.285714285714285,27.0,20.0,16.142857142857142,14.571428571428571,4.285714285714286
2020-07-01,8.285714285714286,15.428571428571429,30.428571428571427,33.0,35.714285714285715,26.571428571428573,20.428571428571427,16.714285714285715,15.714285714285714,4.571428571428571
2020-07-02,9.428571428571429,15.714285714285714,31.428571428571427,33.42857142857143,33.42857142857143,26.857142857142858,19.571428571428573,16.857142857142858,16.0,4.857142857142857
2020-07-03,11.285714285714286,14.857142857142858,30.142857142857142,34.42857142857143,34.714285714285715,26.0,20.285714285714285,17.0,16.857142857142858,5.428571428571429
2020-07-04,12.714285714285714,13.571428571428571,30.857142857142858,35.57142857142857,38.142857142857146,29.285714285714285,19.714285714285715,16.428571428571427,17.0,4.857142857142857
2020-07-05,12.428571428571429,12.428571428571429,30.285714285714285,36.0,37.714285714285715,28.285714285714285,19.0,15.857142857142858,16.714285714285715,5.571428571428571
2020-07-06,13.142857142857142,12.571428571428571,30.571428571428573,36.714285714285715,37.857142857142854,29.428571428571427,18.0,15.857142857142858,14.714285714285714,6.428571428571429
2020-07-07,13.0,12.857142857142858,31.571428571428573,32.857142857142854,34.0,28.714285714285715,17.571428571428573,15.285714285714286,14.0,7.0
2020-07-08,14.142857142857142,12.571428571428571,32.142857142857146,33.0,32.714285714285715,28.285714285714285,17.571428571428573,14.714285714285714,13.285714285714286,6.285714285714286
2020-07-09,13.714285714285714,12.714285714285714,30.285714285714285,31.285714285714285,31.428571428571427,27.0,17.571428571428573,14.857142857142858,11.857142857142858,6.714285714285714
2020-07-10,13.0,12.857142857142858,32.0,32.714285714285715,31.428571428571427,27.428571428571427,16.714285714285715,14.428571428571429,12.142857142857142,6.714285714285714
2020-07-11,10.714285714285714,13.714285714285714,31.857142857142858,33.714285714285715,30.571428571428573,25.142857142857142,15.714285714285714,13.571428571428571,11.428571428571429,6.142857142857143
2020-07-12,12.428571428571429,15.714285714285714,32.714285714285715,34.0,31.714285714285715,27.142857142857142,15.0,13.285714285714286,10.714285714285714,5.142857142857143
2020-07-13,12.285714285714286,16.857142857142858,34.57142857142857,36.57142857142857,31.428571428571427,25.571428571428573,14.714285714285714,14.142857142857142,12.285714285714286,4.428571428571429
2020-07-14,12.428571428571429,16.571428571428573,33.714285714285715,36.714285714285715,32.857142857142854,26.571428571428573,14.571428571428571,13.571428571428571,12.428571428571429,4.0
2020-07-15,11.714285714285714,16.857142857142858,34.42857142857143,38.142857142857146,34.714285714285715,28.571428571428573,14.428571428571429,13.857142857142858,13.142857142857142,4.571428571428571
2020-07-16,11.428571428571429,17.285714285714285,35.857142857142854,42.142857142857146,40.285714285714285,31.857142857142858,16.428571428571427,14.714285714285714,14.142857142857142,5.285714285714286
2020-07-17,11.142857142857142,18.714285714285715,37.285714285714285,43.857142857142854,41.857142857142854,32.142857142857146,17.142857142857142,14.857142857142858,13.571428571428571,4.714285714285714
2020-07-18,14.285714285714286,18.428571428571427,37.142857142857146,44.142857142857146,41.285714285714285,32.142857142857146,19.0,16.0,13.0,5.428571428571429
2020-07-19,13.857142857142858,18.142857142857142,38.857142857142854,43.714285714285715,39.714285714285715,32.0,20.714285714285715,16.428571428571427,13.428571428571429,5.857142857142857
2020-07-20,14.714285714285714,17.714285714285715,37.0,43.142857142857146,42.57142857142857,34.142857142857146,21.714285714285715,16.0,13.142857142857142,5.714285714285714
